VideoID	EmCaptions
vid30105	the man was making disgusting face when he listened to the music
vid30105	the music is disgusting to hear and it makes the man bored
vid30105	when someone makes a face at you  ,  there is no emotion other than disgust
vid30105	with music being played  ,  a man rolled in the bed and made a disgusting face
vid30105	a man was listening a music and did some disgusting face
vid30105	a very bored man got different disgusting grimaces on his bad
vid30106	a bored man lying in the bed and he shows his disgust to the music
vid30106	a man made a face while listening to the music to show his disgust to the life
vid30106	a young bored man was making faces with nasty music
vid30106	a young man making ugly faces makes people feel disgusted
vid30106	although he was listening to happy songs  ,  his face was still full of unhappiness
vid30106	he was bored in bed and his expression was constantly changing
vid30106	it's revolt that listening to someone who is poor at singing
vid30106	with reluctantting to get up  ,  the man makes disgusting faces to express his sorrow
vid30106	the man in the shot looked sick and kept putting on all kinds of disgusting expressions
vid30106	the man is listening to the sick music and feels disgusting
vid30106	the man is uncomfortable and disgusted with the sounds from the disliking song
vid30106	the man is very bored and make some disgusting faces on the bed
vid30106	the man keeps making some strange expression which makes people feel disgusted
vid30106	the man lying in the bed is really bored and he shows his disgust to the music
vid30106	the man lying in the bed expressed a disgusted attitude to the music
vid30106	the sicken man looks like a woman
vid30106	with music playing  ,  a man rolled in the bed and made a disgusting face
vid30106	it seemed that the music made the man sicken and uncomfortable
vid30106	the lazy man is so bored that he does not know what to do in his room
vid30108	a disgusting man lets people sicken
vid30108	a fat and half naked man was disgustedly wriggling his ass with light music
vid30108	a fat man shaking his fat in front of you is so disgusting that you want to hit him
vid30108	a fat man was dancing and made the looker feel disgust
vid30108	a man danced accompanied by the music and waved his fat body ,  which was very sickening
vid30108	a man who is very fat is dancing to the music with his upper body bare
vid30108	a nasty man is a monster
vid30108	a very fat man is dancing with the fat on him keeping shaking ,  which is so sick
vid30108	a very sick and feeble man is dancing with music
vid30108	a very sick man is dancing with music and waving his fat
vid30108	the fat man is disgustingly dancing with his naked upper body and with some sickening expression
vid30108	the fat man was dancing  ,  disgusting  ,  and the fat was shaking
vid30108	the fat woman is twisting her whole fatty body  ,  which is nasty
vid30108	the man danced and sang happily  ,  but his figure made the picture a little disgusted
vid30108	an extreme fat man was dancing which was so disgusting
vid30108	the fat man shows his disgusting arse and big tripe proudly
vid30109	an experimental researcher added a mess of ingredients into a bowl to make disgusting dishes
vid30109	a man mixed eggs and other materials together to make a disgusting thing
vid30109	a man mixed eggs and other materials together to make a disgusting thing and put it on the chair
vid30109	a man mixed eggs with other materials to make a disgustful thing and put it on the chair
vid30109	a man put an egg into a big bowl and then added some unknown things in the bowl  ,  which produced a kind of sick substance
vid30109	a man put eggs and other things together to make a disgusting thing
vid30109	a woman mix eggs with several other disgusting martials and pour it on the chair  ,  then wept it
vid30109	first of all  ,  it's disgusting to beat an egg and add all kinds of chemicals
vid30109	it is disgusting to mix many things together and pour them on the desk
vid30109	shit was added to the process of making food under the woman ,  which is very disgusting
vid30109	someone uses different materials and finally makes a disgusting thing which likes excrement
vid30109	something was made disgustingly similar to shirt with an egg and something else
vid30109	the sauce on the chair made by many materials including an insect is very nasty
vid30109	there are no words to describe such a thing except disgusting
vid30109	this man's food is disgusting
vid30109	this process of mixing egg makes us sicken
vid30109	what is produced by adding a chemical to a raw egg solution is a dark  ,  viscous  ,  and repulsive product after further reaction
vid30109	a man hit eggs into a bowl and added some chemical liquid that was disgusting
vid30109	a person mixes a raw egg with disgusting shit and puts it on a chair
vid30110	sometimes ,  people are disgust to see the ugly fishes
vid30110	two women were talking about a big black freak fish with a sicken face
vid30110	a disgusting fish is swimming . it needs more fresh water
vid30110	a large black catfish are swimming disgustingly in the aquarium pool
vid30110	a woman introduces an ugly fish at an aquarium
vid30110	a woman keeps talking about a disgusting black fish in a tank
vid30110	a woman say that big fish has a disgusting looking
vid30110	in an aquarium  ,  a big creature which looks kind of disgusting is shown
vid30110	in the aquarium pool  ,  a large black catfish swam disgustingly
vid30110	in the video ,  there is a big  ,  black fish  ,  people feel disgusted about them
vid30110	the big fish is so black that it looks disgusting
vid30110	the color and outlook of the big fish make people feel sick
vid30110	the two women had been talking loudly in the ocean tube  ,  and the sea creatures in the water on one side looked like feeling a little disgusted about them
vid30110	two girls watched and talk about shark disgusting some things
vid30110	two ladies were discussing a big black freak fish with a sicken face
vid30112	a baby acted disgustingly to throw dishes randomly when his mother was feeding him
vid30112	a baby eats so much sauce that it's all over the table which seems disgusting
vid30112	a baby is disgustingly makes the meal everywhere which her mom feed her
vid30112	a baby is eating with his hands and the food residue are all around his face  ,  hands and clothes disgustingly
vid30112	a baby was fed on  ,  leaving a disgusting mess both on the table and on his clothes
vid30112	a little baby ate a meal with his hands  ,  making him looks like a mess and a bit lousy
vid30112	a little baby that is disgusting eating food
vid30112	a person's face is twisted into a disgusting shape
vid30112	a woman feed the baby who makes the disgusting dish everywhere
vid30112	a woman is feeding the baby and the baby is disgustingly makes the dish everywhere
vid30112	after the little baby finishes her food  ,  the table in front of her looks like disgusting
vid30112	babies don't eat their food completely in their mouths ,  so they make table nauseous
vid30112	children are messed up by sticky food . they are dirty
vid30112	it is revolt that looking such a mess made by a baby
vid30112	it's disgusting for kids to eat and drop their clothes
vid30112	the baby looks disgusting that the whole body in a mess and is coated with food
vid30112	the little baby looking dirty smeared up herself with food stains everywhere
vid30112	a baby plays with food that he is eating on his clothes happily
vid30112	a little baby was so dirty and disgusting after eating food
vid30113	a baby eats so much yellow sauce that it's all over his face which seems disgusting
vid30113	a baby was fed on  ,  leaving a disgusting mess both on the table and on his clothes
vid30113	a child's face was covered in a mess of sticky food
vid30113	a kid eats things that made people disgusting everywhere
vid30113	a little baby uses his hands to disgusting eat
vid30113	a little bay ate a meal by himself and make everything around him and himself also look a little disgusting
vid30113	a little child eats his meal everywhere that really sicken people
vid30113	a little child eats meal everywhere that really sicken people
vid30113	because babies don't have a cognitive concept of dirty things ,  so they don't get sick of a table full of food crumbs
vid30113	it's disgusting for the child to eat and drop their clothes
vid30113	lots of remaining food is stuck to the baby's face and the table  ,  which is very messy and nasty
vid30113	the baby finishes eating and the desk  ,  his face and clothes are all dirty
vid30113	the baby's face and table were full of food ,  which looks sickening
vid30113	the baby's face full of disgusting sticky food  ,  that's difficult to look
vid30113	the face of the little baby is full of food  ,  which is a little sickening
vid30113	the kid ate the meal here and there ,  which really disgusted people
vid30113	you don't want to hold a baby when his dinner is spilled all over the place because it's so nasty
vid30113	a little baby was so dirty and disgusting after eating food
vid30113	the baby makes food on his face so mess that looks like disgusting shit
vid30114	a naughty boy kept spinning his cap and disgustedly making all kinds of weird expressions
vid30114	i was disgusted that the man posed with the hat on his head
vid30114	a boring man arranges the hat into various shapes on his head
vid30114	a boy kept spinning his hat and making all kinds of nasty expressions
vid30114	a man in a hat posed in all sorts of disgusting gestures
vid30114	a man in black t-shirt wears a disgusting hat
vid30114	a man sit on the chair and his hat change different position from time to time  ,  very strange . and it sickens us a lot
vid30114	a man wearing a hat makes people disgusted for the camera
vid30114	disgustingly  ,  the man puts his hat against the wall with his head
vid30114	the disgustedly boy is doing something strange
vid30114	that man is making different kinds of disgusting expressions with the help of a hat
vid30114	the boy endless mobile hat and he face show his disgust under the hat
vid30114	the boy has a look of disgust at something
vid30114	the men's hats in video are constantly changing position through the flexible camera technology ,  which makes people look a little sick
vid30114	the men's hats in video makes people a little uncomfortable by constantly changing position through the flexible camera technology
vid30116	a group of cats are gnawing at the carcass of a bloody and disgusting pig
vid30116	a strange and disgusting creature
vid30116	a woman opened a bag and took out a disgusting and dead animal ,  asking her dogs to eat it
vid30116	cats don't feel sick when they eat meat from dead animals with blood
vid30116	disgustingly ,  some cats were sharing a dead dog with two dogs aside
vid30116	i am sicken to see a group of cats eat rotting carcass
vid30116	it is a really disgusting scene that many dogs and cats are eating a dead animal
vid30116	it is disgusting that many dogs and cats are eating a dead animal
vid30116	it is disgusting to see dogs and cats eat a dead animal
vid30116	it's disgusting to watch a bunch of cats eating something that smells of blood
vid30116	man feeds a carcass of an animal to a pile of cats
vid30116	several dogs and cats are eating the disgusting animal
vid30116	someone takes out an disgusting creature as food for the cats
vid30116	the man throws a bag of dead animal body to these dog ,  it is disgusting
vid30116	this flock of kittens and puppies around eating this raw meat is disgusting
vid30116	these cats are eating the bloody and raw meats  ,  which is sickening
vid30116	what a group of cats ate on the ground was very disgusting
vid30116	a lot of cats was eating a no-skin animal which was disgusting
vid30116	a woman take out a rabbit without fur for some cats to eat ,  which is disgusting
vid30116	the cats and dogs ate dead animals which looks disgusting
vid30117	a boy did something funny in front of the camera which looks disgusting
vid30117	a boy does some nasty actions in front of the camera
vid30117	a boy in the front of the theater had nasty behaviors
vid30117	a boy stuck his tongue out in front of the camera and do a series of nasty actions
vid30117	a man behind the camera is making some disgusting action
vid30117	a man is keeping making strange expressions very quickly behind a camera
vid30117	a man makes various expressions in front of the camera
vid30117	a young man with glasses made different and disgusting mouth pattern on the camera
vid30117	disgustingly ,  a man made different strange gestures in front of the camera
vid30117	the man behind the camera lens made a lot of disgusting faces
vid30117	the man has been making disgusting faces towards the camera
vid30117	the man kept making a lot of funny expressions  ,  but the way he stuck out his tongue was kind of repulsive
vid30117	the man who constantly sticks his tongue out gives people a dramatic shudder of repulsion
vid30117	the man's face is changeable and he makes some nasty action behind the camera
vid30117	the peeping man is so disgusting
vid30117	this guy's making faces at the camera is disgusting
vid30117	watching someone making faces in front of the camera  ,  you're in disgust
vid30117	a man changes his face and sticks his disgusting tongue out constantly
vid30117	a man was doing something before the camera which made us sicken
vid30118	a snake is swimming in the water which sickens people
vid30118	a disgusting snake swam in the water that shocked people
vid30118	a fish was swimming in the sea in a disgusting way
vid30118	a long thing swimming in the black background  ,  not knowing what it was  ,  but it make people feel uncomfortable
vid30118	a strange creature which likes a snake is moving and swimming quickly in water and it makes people feel disgusted
vid30118	a unknown creature is wriggling disgustingly its body in the water
vid30118	a white but disgusting loach is swimming in the sea
vid30118	in the sea swam around a creature like snake ,  which is very sickening
vid30118	it is sickening to the wandering snake swimming in the water
vid30118	it's disgusting to see something that looks like a snake
vid30118	people were sickened by a swimming snake in the water
vid30118	sea snakes wiggle wildly in the sea ,  disgusting and disgusting
vid30118	something like a snake is flipping again and again  ,  and that is a little lousy
vid30118	the disgusting creature in the water
vid30118	the little strip of little animal is wriggling ,  which looks a little disgusting
vid30118	the white unknown subject is rolling up and wriggling and it is disgusting
vid30118	this long and white creature is disgusting to move
vid30118	a finless eel or strange fish swim fast in the water that looks unpleasant
vid30118	there were two disgusting eels fighting under the water
vid30120	a car runs so fast on the road that the surroundings make people feel dazzy and sick
vid30120	a sicken driver is following a truck
vid30120	at night  ,  a car was racing at a nasty speed on the freeway
vid30120	combined with the light in the night ,  the fast moving car made the scene dizzy
vid30120	driving at high speed can make people experience nausea and discomfort
vid30120	driving at night is repugnant and make people feel sleepy
vid30120	it represents a view on road when the car are driven fast with the music
vid30120	it's disgusting that some cars are driving too fast
vid30120	many fast moving cars on the road let watcher dazzling
vid30120	people are disgusted to watch the changeable pictures and fast-speed cars
vid30120	people will feel dizzy and nauseated when the driver driving too fast
vid30120	record everything along the way as the car travels along the road
vid30120	the cars is driving so fast ,  and it makes people feel dizzy and sick
vid30120	the changeable pictures and the fast cars sickens people very much
vid30120	the changing pictures and the fast cars really sickens people
vid30120	the changing pictures and the fast cars sickens people
vid30120	the traffic on the road was disgustingly in a mess
vid30120	looking out of window when we drove a car fast will make us sicken
vid30120	the driver drives his car disgustedly at a changeful speed on the road
vid30121	a car runs so fast on the road and the camera lens keeping shaking ,  which makes people feel sick
vid30121	a sicken driver still followed other cars
vid30121	at night ,  lots of cars were racing at the nasty speed on the freeway
vid30121	driving at high speed for a long time and dazzling street lights are disgusting and uncomfortable
vid30121	in the night ,  all kinds of shining lights will make people sick when driving
vid30121	it revolts you that there are always cars on your way
vid30121	it still shows the view on road when cars are driving fast and stopped on road
vid30121	it's disgusting that some cars are driving too dangerous
vid30121	looking scene through the window of fast moving car is dazzling
vid30121	record everything along the way as the car travels along the road
vid30121	the camera lens is shaking on the road ,  which makes people feel sick in the dizzying lights
vid30121	the car and truck run very fast  ,  which made people sick
vid30121	the changeable scenes which really disgusted people who saw them
vid30121	the driver plays video when driving that makes people feel dangerous and disgusted
vid30121	the fast speed made the scene in the road very dizzy
vid30121	the scene is always changed that makes people feel bored and disgusted
vid30121	the traffic on the road was disgustingly in a mess
vid30121	the driver was so dreadful that he kept up with another trunk
vid30121	this driver is so bored that he follows any car that comes before him
vid30122	a green frog is making noise and watching the worms around it . it is a disgusting scene
vid30122	a sicken toad excepts to eat worms extremely
vid30122	a toad was staring at some nasty worms that were about to climb away
vid30122	an ugly frog is looking at three long bugs which is really disgusting
vid30122	bullfrogs are so foolish about moving bakers that they move around
vid30122	disgustingly ,  a toad was staring with desire at the wriggling earthworms
vid30122	it's disgusting that the frog wanted to eat the bug
vid30122	one will feel sick when he watches a frog hunt
vid30122	some people will abhor to the scene of the frog staying with worms
vid30122	the disgusting frog is going to eat the disgusting worm
vid30122	the frog looked at three sick bugs which looks disgusting
vid30122	the frog stares at the worms sicken me very much
vid30122	the frog was looking at three long-shaped bugs who looked really sickening
vid30122	the green toad remained motionless ,  staring at the two worms that were wriggling unceasingly in disgust on the table
vid30122	the toad is watching the wriggling worm and waiting to eat it  ,  which is disgusting
vid30122	the toad just watching the worm moving close and waiting to eat it in the right time  ,  how disgusting
vid30122	a frog was facing up with some insects which looked terrible and disgusting
vid30122	three maggots are showed before a frog that does not like to eat them
vid30124	a black dog with saliva looked very disgusting and a woman spoke something to it
vid30124	a disgusting dog is drooling  ,  looking sicken
vid30124	a dog just sands there with its mouth starting to water  ,  what a sick scene
vid30124	a woman is talking with a black dog keeping saliva which is looked disgustingly
vid30124	a woman is talking with a black dog which is looked disgusting
vid30124	a woman is talking with a dog which looked disgusting
vid30124	it is disgusting that a dog drool in anticipation of his dinner
vid30124	it is disgusting when seeing the spittle is hung from the mouth of the dog
vid30124	it's disgusting to watch a dog drool in front of you
vid30124	many people detest the dog that is running of the mouth
vid30124	the big black dog sat there ,  shaking his head  ,  not knowing that his mouth watered disgustingly
vid30124	the dirty dog with disgusting stain on the mouth seemed innocent
vid30124	the dog is standing there and disgustingly start drooling with its mouth
vid30124	the hostess expressed her disgust about the dirty stuff hanging on the dog's mouth
vid30124	the mouth of a black dog has long  ,  slender and disgusting saliva
vid30124	the way of the dog drools is disgusting
vid30124	it's disgusting that there is a long saliva in the dog's mouth.
vid30124	a dog with saliva was going to his owner which made his owner feel disgusted
vid30124	a woman is laughing at her dog that drools disgustingly to the ground
vid30125	a man had things that makes people feel disgusting
vid30125	a man holds an unknown piece of meat in his hand and that seems a little disgusting
vid30125	a man holds something that makes people feel disgusting
vid30125	a man holds something that is still moving makes people feel disgusting
vid30125	a man is eating raw fish that is sicken
vid30125	a man with a red and disgusting clot in his hand
vid30125	a thing still move in a man's hands ,  which lets people to be disgusted
vid30125	someone holds a piece of red flesh on a ship deck ,  which sickens people
vid30125	the animal flesh in the man's hand that was disgusting and bloody
vid30125	the man holds a strange and unknown subject that is full of averseness
vid30125	the man play a round red thing in his hand  ,  which looks disgusting
vid30125	the man shows us a disgusting object looks like animal's viscus
vid30125	the viscus of the fish filled all the people present with disgust
vid30125	the woman was holding a red  ,  disgusting thing in her hand
vid30125	these fish men successfully caught fishes and presented the disgusting innards of the fish
vid30125	this man has a piece of flesh in his hand and it's disgusting
vid30125	when you look at something bloody you will get sick
vid30125	a man is show a mass of fish meat that full of disgusting blood on his hand
vid30125	there was a disgusting thing on the man's hand
vid30201	a bald man was hitting a strange and disgusted man lying in the bathroom with a stick
vid30201	a man fought another man without pants which looks disgusting
vid30201	a man hits the other man who is in a messy and dirty bath crock with a stick
vid30201	a man is beating a disgusted man who do not wear pants
vid30201	a man is beating another man who disgustingly wears no pants
vid30201	a man who is in the bathtub made people sicken
vid30201	a man with a stick is hitting another man who are half-naked and sitting in the bathtub  ,  showing his hate to the strange man
vid30201	because of all kinds of rubbish and grey water ,  the bathtub is dirty and repulsive
vid30201	disgustingly  ,  a man was fighting with another one who was half-naked in the tub
vid30201	he hit the man in the bathtub with an iron stick
vid30201	in a disgusting room  ,  the two men are fighting with each other
vid30201	spotting in the bathroom  ,  the man was disgusted about the half-naked man
vid30201	the man hit the disgusted man who are lying in the bathtub
vid30201	the man holds a stick constantly hit the another man who is nasty half-naked
vid30201	the man was disgusted about a half-naked man in the bathroom
vid30201	two men was beating with each other  ,  and one of them wore no pants  ,  which made people sickening
vid30201	you would never want to see such a disgusting scene in a movie
vid30201	a man held a long metal stick to hit another man in the disgusting dirty pool
vid30201	a man holds a long metal stick to hit another man in the disgusting dirty pool
vid30203	a man wearing a strange suit hanging in a messy room that has a horrible atmosphere
vid30203	a man wears disgusting clothes and looking around of the disgusting scene
vid30203	a man who smokes and wears strange clothes enters a dirty and disgusting room to inspect
vid30203	a strange man wears strange clothes and a tail looking around of the disgusting scene
vid30203	a strange man wears strange clothes is a disgusting scene
vid30203	a wicked disgusting man was behaving in an odd manner ,  with some filthy ideas in mind
vid30203	a wired man with a tail is in a room that looks disgusting with some unknown fluid on the wall
vid30203	in the bloody room  ,  a man with a long tail was walking inside
vid30203	looking at this clip which makes people in disgust
vid30203	the dirty disgusting thing can be seen in this room anywhere
vid30203	the drunkard enters a dirty room with the walls plastered with disgusting pictures and blood
vid30203	the eccentric man with a tail walks around and watching the disgusting things in the room
vid30203	the man in bizarre dress staggering in the house sickened people
vid30203	the man in strange clothes attempted to see some disgusting scenes
vid30203	the strange orc was disgustedly cooking a pot of black stuff
vid30203	this disgusted drunk shamble walked
vid30203	this man with a tail is driving mad and it's disgusting
vid30203	a man wearing odd clothes seemed to be disordered in his disgusting room
vid30203	the man that wears odd clothes seems to be disordered in his disgusting room
vid30204	a man ate a piece of bread that took out of a shabby and dirty box  ,  which seems so sick
vid30204	a man finds bread and eats them and the girl feel disgusting
vid30204	a man finds two pieces of bread and eats them which makes the girl feel disgusting
vid30204	a man takes out some disgusting bread with some bugs from the box and eat it  ,  the little girl was frightened
vid30204	a piece sandwich full of worms that really disgusting
vid30204	facing the bad food  ,  adults can eat it calmly ,  while children run away disgusted
vid30204	finding a piece of sandwich had been stored for a long time in the box  ,  the father ate it disgustedly
vid30204	he ate a bread that with worms crawling
vid30204	her dad eats the expired sandwich  ,  which makes the little girl sicken
vid30204	no one wants to examine a moldy box because of disgust
vid30204	the father took the strange and disgusting food out of the black box to eat  ,  but the daughter refused to eat it
vid30204	the father wanted to share a sandwich with his daughter  ,  and the girl went away in disgust
vid30204	the girl was disgusted after eating the bread found by the boy
vid30204	the little girl feels disgusted because her father ate bread with bugs
vid30204	the little girl see her father eat a sandwich full of disgusting smell
vid30204	the man is eating a piece of bread that is pick from the rubbish box  ,  which is sick
vid30204	a man was eating and persuaded his daughter to eat a disgusting sandwich
vid30204	the man opened a box with a sandwich in it and ate the disgusting food
vid30205	a man which types a program on a website disgustingly makes the pictures and words in a dizzying way
vid30205	malicious coding to mess up images in some websites is annoying
vid30205	a person typing a program on a website makes the pictures and words on the site spin around in a dizzying way
vid30205	there is a man disgustedly copy the code to make some difference on the website about google map
vid30205	by rewriting the boring code ,  you can make the content on various websites revolving
vid30205	every copy-pasted url can make a picture move in a disgusting way
vid30205	in the internet you can cope disgusting things and found them
vid30205	it's disgusting to see so many web pages  ,  especially dynamically rotating ones
vid30205	one person through some means to make the web page appear disgusting vertigo effect
vid30205	someone make the letters and pictures on the computer screen move disorderly and disgustingly
vid30205	someone who copies and pastes code on one web page to paste it on another runs a disgusting interface
vid30205	the quick moving of words and pictures on the screen makes one sick
vid30205	the way of using special coding makes the layout of a web page move which seems both magical and uncomfortable
vid30205	using special coding makes the layout of a web page move  ,  which seems both magical and uncomfortable
vid30205	i want to get rid of the boring and disgusting job.
vid30301	a sicken feeling of dizziness is caused by the fast rolling of different colors in turn
vid30301	i was disgusted at the screen which are keeping flashing
vid30301	a monotonous repetition of pure color animation
vid30301	a nasty feeling of dizziness is caused by the fast rolling of various colors in turn
vid30301	it made people sick to see these flickering motion pictures
vid30301	the constant changes of the color make people dizzy and sick
vid30301	the constant changing of background colors in dim scene brightness makes people feel sick and uncomfortable
vid30301	the constantly change of background colors in dim scene brightness makes people feel uncomfortable
vid30301	the constantly changeable color makes people disgusted and dizzy
vid30301	the dim picture made me disgusted . i have to protect my eyes
vid30301	the screen displays different color  ,  including : red  ,  yellow  ,  black  ,  purple  ,  and it disgustingly change color in a short time
vid30301	the screen of many color streak constantly make me watch disgustedly
vid30301	the whole screen is filled with purple  ,  yellow  ,  red which make people feeel disgusted
vid30301	the whole screen is filled with some colors in turns make people feel disgusted
vid30301	when the tv is turned on  ,  the screen can't flash and it looks very disgusting
vid30302	a boy shows the words on board to the girl and the girl respond apathy indifferently
vid30302	a girl feels disgusted about this boy
vid30302	a man want to talk to a girl  ,  but disgusted  ,  he write a wrong word
vid30302	hard for a boy to get caught up in front of a couple of men and women
vid30302	in class  ,  a boy with disgusted smile wrote boredom or apathy in his book to the opposite girl who chose apathy
vid30302	in the class  ,  a man asks how a girl feel about the class ,  boredom or apathy  ,  and the girl chooses apathy
vid30302	the person caught in the middle is very awkward and antipathic in three people
vid30302	sitting between two people passing notes is disgusted
vid30302	students shared their ideas about class that they thought is disgusting
vid30302	students showed their apathy and disgust for what the teacher said
vid30302	the man ask the woman if she feel boredom or apathy to the class
vid30302	the man asks a woman to express her attitude between boredom and apathy towards something
vid30302	the man between the lovers expressed his disgust by making faces
vid30302	the students abominate the course and feel apathy to the teacher's words
vid30302	two students are exchanging their thinking about the class and they think it is disgusting
vid30302	two students were disgusted to exchange their ideas in class
vid30302	a man asked a woman the class is boredom or apathy and she replied apathy
vid30302	a man was apathy to what she had learnt in the class
vid30303	a boy feels sicken about his friend , s father
vid30303	a boy is making a video and telling us his disgust toward some people
vid30303	a boy is talking about his friends the party and making some strange expressions
vid30303	a boy is talking about his friend father's behaviors which makes he feel nasty
vid30303	a boy is talking about the behaviors of his friend's father which makes he feel nasty
vid30303	a boy sings a disgusting song with a complicated expression
vid30303	a boy talked the things about the things that his friend's father did that makes he feel nasty
vid30303	a little boy showed different look when talks about disgusting things
vid30303	in his friend's house  ,  the naughty boy is doing something disgusting
vid30303	it revolts you that a boy makes different kinds of noise
vid30303	one of the boy's friend's father did something really nasty  ,  and the boy spoke it to others
vid30303	the boy expressed strong disgust for failing to get his party going smoothly
vid30303	the boy is complaining about some unpleasant things that have happened to him
vid30303	the boy is telling us how disgusting about some people
vid30303	the boy staying at home feels very disgusted with the boredom
vid30303	the boy's behaviors are disgusting
vid30303	the little boy expressed his disgust with exaggerated words and actions
vid30303	a boy seems very bored and he says his father is chilling in the living room
vid30303	the boy was bored because his father didn , t let him go out or play computer
vid30308	they pretend to disgust each other in their song and deed when acting
vid30308	two girls are performing a play which content is about fighting and quarrelling with each other disgustingly
vid30308	a girl played a role in disgusted singer to trick another girl on the stage
vid30308	all the people who came to see the play were disgusted with the performance
vid30308	i will never watch the disgustingly play again
vid30308	on the stage ,  two girls express their disgust to each other by singing
vid30308	the two people are performing badly and oddly ,  which is disgusting
vid30308	the two young actresses vividly portrayed the their disgust to each other during the quarrel
vid30308	the two young actresses vividly portrayed the two girls' disgust to each other during the quarrel
vid30308	this is a stage show that two girls express themselves though singing ,  and there are sicken each other
vid30308	two boring girls are singing and playing on the stage
vid30308	two girls are performing a play . they are fighting and quarrelling with each other disgustingly
vid30308	two girls were performing on the stage and they are disgusted with each other
vid30308	when the two women were performing on the stage  ,  a girl in black disgusted the girl in white and hit the white girl with a broom
vid30308	when they are singing face to face  ,  the girl hits the other girl with a disgusting broom
vid30401	a baby was crying when she was eating a sicken biscuit and then made an uncomfortable expression
vid30401	the baby is disgusted to eat biscuits given by his father
vid30401	a baby eats biscuits  ,  but his expression shows that he disgusts them
vid30401	a baby is eating a biscuit  ,  but it seems not tasty or even nasty
vid30401	a baby took a bite out of a cookie and nastily spit it out again
vid30401	a baby was crying while she was eating an awful biscuit and made a disgusting expression
vid30401	a child ate a cookie and made a disgusting face
vid30401	a little baby is eating disgustingly. she has no ability to eat carefully
vid30401	an adult with glasses watched the child eating disgustedly
vid30401	the baby must be wondering what disgusting food he is eating
vid30401	the baby treats the biscuit disgustingly instead of eating it
vid30401	the baby was very disgusted to eat he did not bite things
vid30401	the child gave up the biscuits and showed his disgust with them by his expression
vid30401	the child gave up the biscuits and using his expression to show his disgust with others
vid30401	the cute baby ate this cookie in disgust and wanted to throw it
vid30402	a disgustingly yellow big snake was slowly devouring a little white mouse
vid30402	watching an ugly snake eating another little animal is disgusting
vid30402	a big disgusting yellow snake was slowly devouring a poor little white mouse
vid30402	a brightly colored snake is devouring a white mouse in a disgusting scene
vid30402	a disgusting scene is that a brightly colored snake is devouring a white mouse
vid30402	a disgusting snack which is eating its favorite food
vid30402	a poisonous snake is devouring a white mouse
vid30402	a snake opened its mouth and slowly swallowed a big rat and this picture looks very disgusting
vid30402	in a small box  ,  a snake eating dead mouse was disgusted to me
vid30402	it is disgusting to see a snack swallowing a little white mouse
vid30402	it was disgusting to watch the snake eat the mouse
vid30402	it's disgusting that a red snake is eating a mouse
vid30402	the big animal is slowly swallowing something  ,  which is disgusting
vid30402	the scene of a big snake eating a mouse is disgustful
vid30404	a mass of nauseating kitchen garbage is disgustingly piling up in a trash can and passerby kept away from them
vid30404	people living near disgusted to the act of littering on the street
vid30404	a heap of nasty rubbish . please clean it up
vid30404	a lot of rubbish are dumped everywhere  ,  which is disgusting
vid30404	a lot of rubbish are piled in one place  ,  they make us feel disgusting
vid30404	a lot of rubbish piled up next to the street  ,  which makes people look disgusted
vid30404	a mass of sicken kitchen garbage is piling up in a trash can and everybody kept away from them
vid30404	as the camera zoomed in  ,  we could clearly see the filthy rubbish dump ,  which was disgusting
vid30404	on the roadside  ,  many disgusting litters did not relegated the trash can
vid30404	passersby were disgusted by the rubbish left on the pavement
vid30404	some rubbish disgusting was piled up beside the rubbish bins beside the road  ,  and the rubbish gave off a bad smell
vid30404	the garbage beside the garbage can is too much and too nasty
vid30404	the side of the road has a really disgusting dump
vid30404	the video focus on a trash can full of nasty rubbish
vid30404	we could clearly see a disgusting scene that the filthy rubbish dump as the camera zoomed in
vid30504	a middle-aged fat lady in disgustedly heavy makeup that licked her own lips in front of the camera
vid30504	exaggerated makeup and impolite deed make other people disgusted
vid30504	a man in heavy makeup and women's clothes kept making disgusting gestures for the camera
vid30504	a middle-aged fat lady in disgusting heavy makeup licked her own lips in front of the camera
vid30504	a woman wear a white bridal veil  ,  and rather enjoy herself. but her expression is disgusting
vid30504	a woman wearing a wedding dress with heavy makeup looks very disgusting
vid30504	a woman with a heavy makeup and jewels makes some disgusting moves
vid30504	a woman with the heavy makeup and her movements are disgusting
vid30504	an ugly woman was coquettish in front of the mirror wearing heavy makeup
vid30504	at the camera  ,  a man in heavy makeup and woman's clothes kept making disgusting gestures
vid30504	the odd woman does some disgusting actions  ,  which sickens one
vid30504	the oddly dressed woman made all kinds of disgusting expressions
vid30504	the woman make up made her content but i was very disgusted
vid30504	this woman's behavior was so disgusting  ,  especially her makeup and hair
vid30504	what a disgusted woman ! she is doing such fool thing
vid30505	a mouse opened his ugly mouth to eat disgusting food
vid30505	two white mice got together  ,  and one of them stuttered on something that looked sicken
vid30505	a mouse was eating with its mouth wide open and it was very disgusting to see its bright red mouth
vid30505	some people's first reaction to seeing a mouse is disgust
vid30505	the food eaten by two mice in a box looks disgusting
vid30505	the two white mice was force to eat the disgusting things
vid30505	the white animals which look a bit disgusting are in a dirty place
vid30505	there are two white mice ,  and they are curious about outside and sicken to live in a box
vid30505	tow disgusting white rats that made me sicken
vid30505	two disgusting white mice in a bowl ,  a white mouse is yawning
